---Item List as of 04/09/2009---
Tools: POLutils (thanks Pebbles)
Organizer: Blasingame

Notes: If you find any missing items on this list please notify dev or myself on http://www.projectxi.org/forums/.

Table of Contents:
1. General Items	[GI1]
00001387 (4999)	scroll of Knight's Minne III
00001388 (5000)	scroll of Knight's Minne IV
0000138A (5002)	scroll of Valor Minuet
0000138B (5003)	scroll of Valor Minuet II
0000138C (5004)	scroll of Valor Minuet III
0000138D (5005)	scroll of Valor Minuet IV
0000138F (5007)	scroll of Sword Madrigal
00001390 (5008)	scroll of Blade Madrigal
00001391 (5009)	scroll of Hunter's Prelude
00001392 (5010)	scroll of Archer's Prelude
00001393 (5011)	scroll of Sheepfoe Mambo
00001394 (5012)	scroll of Dragonfoe Mambo
00001395 (5013)	scroll of Fowl Aubade
00001396 (5014)	scroll of Herb Pastoral
00001398 (5016)	scroll of Shining Fantasia
00001399 (5017)	scroll of Scop's Operetta
0000139A (5018)	scroll of Puppet's Operetta
0000139C (5020)	scroll of Gold Capriccio
0000139E (5022)	scroll of Warding Round
0000139F (5023)	scroll of Goblin Gavotte
000013A3 (5027)	scroll of Advancing March
000013A4 (5028)	scroll of Victory March
000013A5 (5029)	scroll of Battlefield Elegy
000013A6 (5030)	scroll of Carnage Elegy
000013A8 (5032)	scroll of Sinewy Etude
000013A9 (5033)	scroll of Dextrous Etude
000013AA (5034)	scroll of Vivacious Etude
000013AB (5035)	scroll of Quick Etude
000013AC (5036)	scroll of Learned Etude
000013AD (5037)	scroll of Spirited Etude
000013AE (5038)	scroll of Enchanting Etude
000013AF (5039)	scroll of Herculean Etude
000013B0 (5040)	scroll of Uncanny Etude
000013B1 (5041)	scroll of Vital Etude
000013B2 (5042)	scroll of Swift Etude
000013B3 (5043)	scroll of Sage Etude
000013B4 (5044)	scroll of Logical Etude
000013B5 (5045)	scroll of Bewitching Etude
000013B6 (5046)	scroll of Fire Carol
000013B7 (5047)	scroll of Ice Carol
000013B8 (5048)	scroll of Wind Carol
000013B9 (5049)	scroll of Earth Carol
000013BA (5050)	scroll of Lightning Carol
000013BB (5051)	scroll of Water Carol
000013BC (5052)	scroll of Light Carol
000013BD (5053)	scroll of Dark Carol
000013C6 (5062)	scroll of Fire Threnody
000013C7 (5063)	scroll of Ice Threnody
000013C8 (5064)	scroll of Wind Threnody
000013C9 (5065)	scroll of Earth Threnody
000013CA (5066)	scroll of Lightning Threnody
000013CB (5067)	scroll of Water Threnody
000013CC (5068)	scroll of Light Threnody
000013CD (5069)	scroll of Dark Threnody
000013CE (5070)	scroll of Magic Finale
000013CF (5071)	scroll of Foe Lullaby
000013D0 (5072)	scroll of Goddess's Hymnus
000013D1 (5073)	scroll of Chocobo Mazurka
000013D2 (5074)	scroll of Maiden's Virelai
000013D3 (5075)	scroll of Raptor Mazurka
00001400 (5120)	titanic sawfish
00001401 (5121)	moorish idol
00001402 (5122)	Bibiki slug
00001403 (5123)	jacknife
00001404 (5124)	tropical clam
00001405 (5125)	Phanauet newt
00001406 (5126)	muddy siredon
00001407 (5127)	Gugrusaurus
00001408 (5128)	cone calamary
00001409 (5129)	Lik
0000140A (5130)	Tavnazian goby
0000140B (5131)	vongola clam
0000140C (5132)	gurnard
0000140D (5133)	pterygotus
0000140E (5134)	mola mola
0000140F (5135)	rhinochimera
00001410 (5136)	istavrit
00001411 (5137)	turnabaligi
00001412 (5138)	black ghost
00001413 (5139)	betta
00001414 (5140)	kalkanbaligi
00001415 (5141)	Veydal wrasse
00001416 (5142)	serving of bison steak
00001417 (5143)	serving of Goblin stir-fry
00001418 (5144)	serving of crimson jelly
00001419 (5145)	plate of fish and chips
0000141A (5146)	hedgehog pie
0000141B (5147)	cone of snoll gelato
0000141C (5148)	plate of squid sushi
0000141D (5149)	plate of sole sushi
0000141E (5150)	plate of tuna sushi
0000141F (5151)	plate of urchin sushi
00001420 (5152)	slice of buffalo meat
00001421 (5153)	plate of fatty tuna sushi
00001422 (5154)	Tavnazian sheep liver
00001423 (5155)	cone of sub-zero gelato
00001424 (5156)	porcupine pie
00001425 (5157)	serving of marbled steak
00001426 (5158)	serving of vermillion jelly
00001427 (5159)	plate of friture de la Misareaux
00001428 (5160)	plate of urchin sushi +1
00001429 (5161)	serving of Leadafry
0000142A (5162)	plate of squid sushi +1
0000142B (5163)	plate of sole sushi +1
0000142C (5164)	jar of ground wasabi
0000142D (5165)	bottle of Movalpolos water
0000142E (5166)	coeurl sub
0000142F (5167)	coeurl sub +1
00001430 (5168)	bataquiche
00001431 (5169)	bataquiche +1
00001432 (5170)	green quiche
00001433 (5171)	emerald quiche
00001434 (5172)	Windurst taco
00001435 (5173)	Timbre Timbers taco
00001436 (5174)	Tavnazian taco
00001437 (5175)	Leremieu taco
00001438 (5176)	plate of bream sushi
00001439 (5177)	plate of bream sushi +1
0000143A (5178)	plate of dorado sushi
0000143B (5179)	plate of dorado sushi +1
0000143C (5180)	bowl of sophic stew
0000143D (5181)	tortilla bueno
0000143E (5182)	salty bretzel
0000143F (5183)	Viking herring
00001440 (5184)	plate of vegan sautee
00001441 (5185)	Leremieu salad
00001442 (5186)	plate of Yahata-style carp sushi
00001443 (5187)	Elshimo coconut
00001444 (5188)	dish of spaghetti peperoncino
00001445 (5189)	dish of spaghetti vongole rosso
00001446 (5190)	dish of spaghetti carbonara
00001447 (5191)	dish of spaghetti pescatora
00001448 (5192)	dish of spaghetti boscaiola
00001449 (5193)	dish of spaghetti nero di seppia
0000144A (5194)	bowl of pomodoro sauce
0000144B (5195)	sprig of Misareaux parsley
0000144C (5196)	strip of buffalo jerky
0000144D (5197)	dish of spaghetti peperoncino +1
0000144E (5198)	dish of spag. vongole rosso +1
0000144F (5199)	dish of spaghetti carbonara +1
00001450 (5200)	dish of spaghetti pescatora +1
00001451 (5201)	dish of spaghetti boscaiola +1
00001452 (5202)	dish of spag. nero di seppia +1
00001453 (5203)	piece of Hume mochi
00001454 (5204)	piece of Elvaan mochi
00001455 (5205)	piece of Tarutaru mochi
00001456 (5206)	piece of Galka mochi
00001457 (5207)	strip of bison jerky
00001458 (5208)	slice of Tavnazian ram meat
00001459 (5209)	slice of diatryma meat
0000145A (5210)	bowl of adamantoise soup
0000145B (5211)	dish of spaghetti arrabbiata
0000145C (5212)	dish of spaghetti arrabbiata +1
0000145D (5213)	dish of spaghetti melanzane
0000145E (5214)	dish of spaghetti melanzane +1
0000145F (5215)	plate of tentacle sushi
00001460 (5216)	plate of tentacle sushi +1
00001461 (5217)	serving of salmon eggs
00001462 (5218)	serving of salmon roe
00001463 (5219)	plate of ikra gunkan
00001464 (5220)	plate of ikra gunkan +1
00001465 (5221)	pitcher of homemade herbal tea
00001466 (5222)	bowl of homemade stew
00001467 (5223)	cone of homemade gelato
00001468 (5224)	homemade rice ball
00001469 (5225)	chunk of homemade cheese
0000146A (5226)	homemade steak
0000146B (5227)	plate of homemade salad
0000146C (5228)	loaf of homemade bread
0000146D (5229)	plate of homemade risotto
0000146E (5230)	love chocolate
0000146F (5231)	truelove chocolate
00001470 (5232)	jug of soy milk
00001471 (5233)	cube of cotton tofu
00001472 (5234)	sprig of cibol
00001473 (5235)	head of napa
00001474 (5236)	clump of shungiku
00001475 (5237)	bundle of shirataki
00001476 (5238)	seafood stewpot
00001477 (5239)	prime seafood stewpot
00001478 (5240)	prized seafood stewpot
00001479 (5241)	bottle of giant's drink
0000147A (5242)	bottle of wizard's drink
0000147B (5243)	container of carnal incense
0000147C (5244)	container of spiritual incense
0000147D (5245)	container of celestial incense
0000147E (5246)	vial of drachenessence
0000147F (5247)	dose of Barfire ointment
00001480 (5248)	dose of Barblizzard ointment
00001481 (5249)	dose of Baraero ointment
00001482 (5250)	dose of Barstone ointment
00001483 (5251)	dose of Barthunder ointment
00001484 (5252)	dose of Barwater ointment
00001485 (5253)	Hermes quencher
00001486 (5254)	hyper potion
00001487 (5255)	hyper ether
00001488 (5256)	fire feather
00001489 (5257)	blaze feather
0000148A (5258)	revive feather
0000148B (5259)	rebirth feather
0000148C (5260)	regain feather
0000148D (5261)	bottle of psychoanima
0000148E (5262)	bottle of hysteroanima
0000148F (5263)	bottle of terroanima
00001490 (5264)	bottle of yellow liquid
00001491 (5265)	mistmelt
00001492 (5266)	blackened muddy siredon
00001493 (5267)	chunk of Shu'Meyo salt
00001494 (5268)	CCB polymer pump
00001495 (5269)	special present
00001496 (5270)	old quiver
00001497 (5271)	old quiver
00001498 (5272)	old quiver
00001499 (5273)	old quiver
0000149A (5274)	old quiver
0000149B (5275)	old quiver
0000149C (5276)	old quiver
0000149D (5277)	old quiver
0000149E (5278)	old bolt box
0000149F (5279)	old bolt box
000014A0 (5280)	old bolt box
000014A1 (5281)	old bolt box
000014A2 (5282)	old bolt box
000014A3 (5283)	old bolt box
000014A4 (5284)	old bullet box
000014A5 (5285)	old bullet box
000014A6 (5286)	cluster of burning memories
000014A7 (5287)	cluster of bitter memories
000014A8 (5288)	cluster of fleeting memories
000014A9 (5289)	cluster of profane memories
000014AA (5290)	cluster of startling memories
000014AB (5291)	cluster of somber memories
000014AC (5292)	cluster of radiant memories
000014AD (5293)	cluster of malevolent memories
000014AE (5294)	Hume rice cake
000014AF (5295)	Elvaan rice cake
000014B0 (5296)	Tarutaru rice cake
000014B1 (5297)	Mithran rice cake
000014B2 (5298)	flask of muting potion
000014B3 (5299)	dish of salsa
000014B4 (5300)	copy of the Ballista Redbook
000014B5 (5301)	page of the Ballista Redbook
000014B6 (5302)	copy of the Ballista Whitebook
000014B7 (5303)	page of the Ballista Whitebook
000014B8 (5304)	demoralizer
000014B9 (5305)	demoralizer +1
000014BA (5306)	bottle of hallowed water
000014BB (5307)	flask of invitriol
000014BC (5308)	toolbag (uchitake)
000014BD (5309)	toolbag (tsurara)
000014BE (5310)	toolbag (kawahori-ogi)
000014BF (5311)	toolbag (makibishi)
000014C0 (5312)	toolbag (hiraishin)
000014C1 (5313)	toolbag (mizu-deppo)
000014C2 (5314)	toolbag (shihei)
000014C3 (5315)	toolbag (jusatsu)
000014C4 (5316)	toolbag (kaginawa)
000014C5 (5317)	toolbag (sairui-ran)
000014C6 (5318)	toolbag (kodoku)
000014C7 (5319)	toolbag (shinobi-tabi)
000014C8 (5320)	chunk of smelling salts
000014C9 (5321)	bottle of romance potion
000014CA (5322)	flask of healing powder
000014CB (5323)	copy of the Brenner Bluebook
000014CC (5324)	page of the Brenner Bluebook
000014CD (5325)	copy of the Brenner Blackbook
000014CE (5326)	page of the Brenner Blackbook
000014CF (5327)	bottle of potion drops
000014D0 (5328)	bottle of hi-potion drops
000014D1 (5329)	Tarutaru snare
000014D2 (5330)	Mithra snare
000014D3 (5331)	Qiqirn mine
000014D4 (5332)	kabura quiver
000014D5 (5333)	sleep quiver
000014D6 (5334)	blind bolt quiver
000014D7 (5335)	acid bolt quiver
000014D8 (5336)	holy bolt quiver
000014D9 (5337)	sleep bolt quiver
000014DA (5338)	venom bolt quiver
000014DB (5339)	bloody bolt quiver
000014DC (5340)	silver bullet pouch
000014DD (5341)	spartan bullet pouch
000014DE (5342)	corsair bullet pouch
000014DF (5343)	cage of Azouph fireflies
000014E0 (5344)	cage of Bhaflau fireflies
000014E1 (5345)	cage of Zhayolm fireflies
000014E2 (5346)	cage of Dvucca fireflies
000014E3 (5347)	cage of Reef fireflies
000014E4 (5348)	cage of Undersea Ruins fireflies
000014E5 (5349)	cage of Cutter fireflies
000014E9 (5353)	iron bullet pouch
000014EA (5354)	flask of Walahra Water
000014EB (5355)	elixir vitae
000014EC (5356)	jar of remedy ointment
000014ED (5357)	bottle of ether drops
000014EE (5358)	bottle of hi-ether drops
000014EF (5359)	bronze bullet pouch
000014F0 (5360)	Muteppo
000014F1 (5361)	Datechochin
000014F2 (5362)	pinch of rainbow powder
000014F3 (5363)	bullet pouch
000014F4 (5364)	training grounds key
000014F5 (5365)	incus cell
000014F6 (5366)	castellanus cell
000014F7 (5367)	cumulus cell
000014F8 (5368)	radiatus cell
000014F9 (5369)	stratus cell
000014FA (5370)	cirrocumulus cell
000014FB (5371)	undulatus cell
000014FC (5372)	virga cell
000014FD (5373)	duplicatus cell
000014FE (5374)	opacus cell
000014FF (5375)	praecipitatio cell
00001500 (5376)	pannus cell
00001501 (5377)	fractus cell
00001502 (5378)	congestus cell
00001503 (5379)	nimbus cell
00001504 (5380)	velum cell
00001505 (5381)	pileus cell
00001506 (5382)	mediocris cell
00001507 (5383)	humilus cell
00001508 (5384)	spissatus cell
00001509 (5385)	bottle of barbarian's drink
0000150A (5386)	bottle of fighter's drink
0000150B (5387)	bottle of oracle's drink
0000150C (5388)	bottle of assassin's drink
0000150D (5389)	bottle of spy's drink
0000150E (5390)	bottle of braver's drink
0000150F (5391)	bottle of soldier's drink
00001510 (5392)	bottle of champion's drink
00001511 (5393)	bottle of monarch's drink
00001512 (5394)	bottle of gnostic's drink
00001513 (5395)	bottle of cleric's drink
00001514 (5396)	bottle of shepherd's drink
00001515 (5397)	bottle of sprinter's drink
00001516 (5398)	cage of Z. Remnants fireflies
00001517 (5399)	cage of A. Remnants fireflies
00001518 (5400)	cage of B. Remnants fireflies
00001519 (5401)	cage of S. Remnants fireflies
0000151A (5402)	fire card case
0000151B (5403)	ice card case
0000151C (5404)	wind card case
0000151D (5405)	earth card case
0000151E (5406)	thunder card case
0000151F (5407)	water card case
00001520 (5408)	light card case
00001521 (5409)	dark card case
00001522 (5410)	virtue stone pouch
00001523 (5411)	bottle of dawn mulsum
00001524 (5412)	scapegoat
00001525 (5413)	smouldering lamp
00001526 (5414)	glowing lamp
00001527 (5415)	page from Balrahn's Reflections
00001528 (5416)	steel bullet pouch
00001529 (5417)	toolbag (sanjaku-tenugui)
0000152A (5418)	vial of tincture
0000152B (5419)	black mine
0000152C (5420)	paralyzing tube
0000152D (5421)	silencing tube
0000152E (5422)	binding tube
0000152F (5423)	bottled Fay
00001532 (5426)	maze compass
00001533 (5427)	maze pearl
00001535 (5429)	clump of Tandjana wildgrass
00001536 (5430)	bottle of viper potion
00001537 (5431)	dusty potion
00001538 (5432)	dusty ether
00001539 (5433)	dusty elixir
0000153A (5434)	bottle of fanatic's drink
0000153B (5435)	bottle of fool's drink
0000153C (5436)	dusty scroll of Reraise
0000153D (5437)	flask of strange milk
0000153E (5438)	bottle of strange juice
0000153F (5439)	bottle of vicar's drink
00001540 (5440)	dusty wing
00001541 (5441)	angelwing
00001542 (5442)	thunderguard dart
00001546 (5446)	red bubble-eye
00001547 (5447)	denizanasi
00001548 (5448)	kalamar
00001549 (5449)	hamsi
0000154A (5450)	lakerda
0000154B (5451)	kilicbaligi
0000154C (5452)	uskumru
0000154D (5453)	istakoz
0000154E (5454)	mercanbaligi
0000154F (5455)	ahtapot
00001550 (5456)	istiridye
00001551 (5457)	dil
00001552 (5458)	yilanbaligi
00001553 (5459)	sazanbaligi
00001554 (5460)	kayabaligi
00001555 (5461)	alabaligi
00001556 (5462)	morinabaligi
00001557 (5463)	yayinbaligi
00001558 (5464)	kaplumbaga
00001559 (5465)	Caedarva frog
0000155A (5466)	trumpet shell
0000155B (5467)	megalodon
0000155C (5468)	matsya
0000155D (5469)	brass loach
0000155E (5470)	pirarucu
0000155F (5471)	gerrothorax
00001560 (5472)	garpike
00001561 (5473)	Bastore sweeper
00001562 (5474)	ca cuong
00001563 (5475)	gigant octopus
00001564 (5476)	abaia
00001565 (5477)	warrior die
00001566 (5478)	monk die
00001567 (5479)	white mage die
00001568 (5480)	black mage die
00001569 (5481)	red mage die
0000156A (5482)	thief die
0000156B (5483)	paladin die
0000156C (5484)	dark knight die
0000156D (5485)	beastmaster die
0000156E (5486)	bard die
0000156F (5487)	ranger die
00001570 (5488)	samurai die
00001571 (5489)	ninja die
00001572 (5490)	dragoon die
00001573 (5491)	summoner die
00001574 (5492)	blue mage die
00001575 (5493)	corsair die
00001576 (5494)	puppetmaster die
00001577 (5495)	dancer die
00001578 (5496)	scholar die
000015A5 (5541)	bunch of royal grapes
000015A6 (5542)	gateau aux fraises
000015A7 (5543)	midwinter dream
000015A8 (5544)	crab stewpot
000015A9 (5545)	prime crab stewpot
000015AA (5546)	prized crab stewpot
000015AB (5547)	beef stewpot
000015AC (5548)	prime beef stewpot
000015AD (5549)	prized beef stewpot
000015AE (5550)	roll of buche au chocolat
000015AF (5551)	roll of sylvan excursion
000015B0 (5552)	serving of black pudding
000015B1 (5553)	serving of dusky indulgence
000015B2 (5554)	serving of squirrel's delight
000015B3 (5555)	serving of flurry courante
000015B4 (5556)	cone of seraph's kiss
000015B5 (5557)	serving of mont blanc
000015B6 (5558)	serving of golden royale
000015B7 (5559)	serving of mille feuille
000015B8 (5560)	serving of elysian eclair
000015B9 (5561)	moogle pie
000015BA (5562)	pot of white honey
000015BB (5563)	chunk of orobon meat
000015BC (5564)	chunk of hydra meat
000015BD (5565)	slice of Cerberus meat
000015BE (5566)	date
000015BF (5567)	dried date
000015C0 (5568)	apkallu egg
000015C1 (5569)	puk egg
000015C2 (5570)	cup of chai
000015C3 (5571)	slice of karakul meat
000015C4 (5572)	irmik helvasi
000015C5 (5573)	irmik helvasi +1
000015C6 (5574)	dried date +1
000015C7 (5575)	bowl of yogurt
000015C8 (5576)	flask of ayran
000015C9 (5577)	bowl of sutlac
000015CA (5578)	bowl of sutlac +1
000015CB (5579)	bowl of yayla corbasi
000015CC (5580)	bowl of yayla corbasi +1
000015CD (5581)	slice of ziz meat
000015CE (5582)	plate of patlican salata
000015CF (5583)	plate of patlican salata +1
000015D0 (5584)	plate of ic pilav
000015D1 (5585)	plate of ic pilav +1
000015D2 (5586)	serving of menemen
000015D3 (5587)	serving of menemen +1
000015D4 (5588)	serving of karni yarik
000015D5 (5589)	serving of karni yarik +1
000015D6 (5590)	balik sandvici
000015D7 (5591)	balik sandvici +1
000015D8 (5592)	cup of Imperial coffee
000015D9 (5593)	cup of Imperial coffee +1
000015DA (5594)	cup of chai +1
000015DB (5595)	bowl of Nashmau stew
000015DC (5596)	simit
000015DD (5597)	simit +1
000015DE (5598)	sis kebabi
000015DF (5599)	sis kebabi +1
000015E0 (5600)	balik sis
000015E1 (5601)	balik sis +1
000015E2 (5602)	dish of hydra kofte
000015E3 (5603)	dish of hydra kofte +1
000015E5 (5605)	bunch of Sharug greens
000015E6 (5606)	bunch of Azouph greens
000015E7 (5607)	Vomp carrot
000015E8 (5608)	Zegham carrot
000015E9 (5609)	hellsteak
000015EA (5610)	hellsteak +1
000015EB (5611)	angler stewpot
